DATA_FREE,CHECK_TIME,TABLE_ROWS,CHECKSUM,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,NODEGROUP,INDEX_LENGTH,TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,PARTITION_NAME,MAX_DATA_LENGTH,TABLESPACE_NAME,PARTITION_METHOD,AVG_ROW_LENGTH,PARTITION_COMMENT,SUBPARTITION_NAME,SUBPARTITION_METHOD,PARTITION_EXPRESSION,PARTITION_DESCRIPTION,SUBPARTITION_EXPRESSION,PARTITION_ORDINAL_POSITION,SUBPARTITION_ORDINAL_POSITION
0,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,def,<blank>,<blank>,<blank>,<blank>,0,<blank>,TRIGGERS,<blank>,information_schema,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16726092,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1986,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,USER_PRIVILEGES,<blank>
0,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,def,<blank>,<blank>,<blank>,<blank>,0,<blank>,VIEWS,<blank>,information_schema,<blank>,<blank>,<blank>,0,<blank>,<blank>,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16746784,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,31244,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_LOCKS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16746912,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,4536,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_TRX,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16773779,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,12007,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_DATAFILES,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16705332,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1163,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_FT_CONFIG,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,11883850,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,17,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_VIRTUAL,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,13107200,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,25,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_CMP,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,9437184,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,9,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_FT_BEING_DELETED,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,13107200,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,25,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_CMP_RESET,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16728660,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1755,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_CMP_PER_INDEX,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,15204352,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,29,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_CMPMEM_RESET,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,9437184,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,9,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_FT_DELETED,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16765866,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,6669,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_BUFFER_PAGE_LRU,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16749238,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,599,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_LOCK_WAITS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16694643,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1011,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_TEMP_TABLE_INFO,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16615548,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,618,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_INDEXES,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16736364,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,2091,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_TABLES,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16609428,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,594,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_FIELDS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16728660,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1755,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_CMP_PER_INDEX_RESET,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16766844,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,6852,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_BUFFER_PAGE,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,14680064,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,56,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_FT_DEFAULT_STOPWORD,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16744898,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1054,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_FT_INDEX_TABLE,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16744898,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1054,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_FT_INDEX_CACHE,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16752582,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,2133,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_TABLESPACES,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16742448,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,2994,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_METRICS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16738848,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1748,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_FOREIGN_COLS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,15204352,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,29,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_CMPMEM,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16332350,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,257,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_BUFFER_POOL_STATS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16613350,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,610,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_COLUMNS,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16700064,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1752,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_FOREIGN,<blank>
0,2024-06-22 13:25:38,<blank>,<blank>,0,0,<blank>,<blank>,16763355,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,1215,<blank>,def,<blank>,<blank>,information_schema,0,<blank>,INNODB_SYS_TABLESTATS,<blank>
294912,2024-01-21 12:51:38,<blank>,<blank>,0,49152,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,360pic,def,<blank>,<blank>,<blank>,800,<blank>,<blank>,368,vestilprod,<blank>,<blank>,<blank>
344064,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,Casters,def,<blank>,<blank>,<blank>,435,<blank>,<blank>,790,vestilprod,<blank>,<blank>,<blank>
3686400,2024-06-12 10:03:35,<blank>,<blank>,0,49152,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,2537,<blank>,1453,<blank>,<blank>,2024-06-20 09:27:47,vestilprod,<blank>,Category,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,32768,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,Cats,def,<blank>,<blank>,<blank>,174,<blank>,<blank>,94,vestilprod,<blank>,<blank>,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,Color,def,<blank>,<blank>,<blank>,128,<blank>,<blank>,128,vestilprod,<blank>,<blank>,<blank>
540672,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,326,<blank>,1654,<blank>,<blank>,2024-06-20 14:09:50,vestilprod,<blank>,ExtBody,<blank>
212992,2024-01-21 12:51:38,<blank>,<blank>,0,16384,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,267,<blank>,797,<blank>,<blank>,2024-06-20 16:01:20,vestilprod,<blank>,FAQ,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,Family,def,<blank>,<blank>,<blank>,2,<blank>,<blank>,8192,vestilprod,<blank>,<blank>,<blank>
4734976,2024-01-21 12:51:38,<blank>,<blank>,0,1589248,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,141,<blank>,33580,<blank>,<blank>,2024-06-20 08:30:37,vestilprod,<blank>,Images,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,IndustryCat,def,<blank>,<blank>,<blank>,19,<blank>,<blank>,862,vestilprod,<blank>,<blank>,<blank>
1523712,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,50790,<blank>,30,<blank>,<blank>,2024-06-18 13:01:12,vestilprod,<blank>,Jobs,<blank>
98304,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,438,<blank>,224,<blank>,<blank>,2024-06-17 15:22:55,vestilprod,<blank>,Mailing,<blank>
5783552,2024-05-31 07:47:08,<blank>,<blank>,0,1589248,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,180,<blank>,32108,<blank>,<blank>,2024-06-21 17:00:18,vestilprod,<blank>,NonCatalogInventoryAdvice,<blank>
5783552,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,433,<blank>,13333,<blank>,<blank>,2024-06-21 12:51:24,vestilprod,<blank>,ProductData,<blank>
43012,2024-02-16 11:18:31,<blank>,<blank>,2022-08-10 12:14:15,82248,<blank>,<blank>,2048,<blank>,<blank>,<blank>,2024-01-30 15:48:17,281474976710655,<blank>,vestilprod,<blank>,<blank>,<blank>,SDS,40,def,<blank>,980,<blank>
114688,2024-01-21 12:51:38,<blank>,<blank>,0,114688,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,63,<blank>,1813,<blank>,<blank>,2024-05-14 08:56:36,vestilprod,<blank>,SDSModels,<blank>
1589248,2024-01-21 12:51:38,<blank>,<blank>,0,3932160,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,105,<blank>,15064,<blank>,<blank>,2024-06-21 16:05:18,vestilprod,<blank>,SKU,<blank>
14472,2024-02-16 11:23:29,<blank>,<blank>,2021-04-14 14:51:39,46900,<blank>,<blank>,4096,<blank>,<blank>,<blank>,2024-06-20 09:40:46,281474976710655,<blank>,vestilprod,<blank>,<blank>,<blank>,SND,99,def,<blank>,327,<blank>
20512768,2024-01-21 12:51:38,<blank>,<blank>,0,1589248,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,1527,<blank>,13427,<blank>,<blank>,2024-06-21 13:40:37,vestilprod,<blank>,Syndigo-Test,<blank>
20512768,2024-01-21 12:51:38,<blank>,<blank>,0,1589248,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,Syndigo-Test_bk,def,<blank>,<blank>,<blank>,13616,<blank>,<blank>,1506,vestilprod,<blank>,<blank>,<blank>
11026432,2024-05-14 10:09:47,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,10106,<blank>,1091,<blank>,<blank>,2024-06-21 11:36:20,vestilprod,<blank>,Tabs,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,WGI,def,<blank>,<blank>,<blank>,22,<blank>,<blank>,744,vestilprod,<blank>,<blank>,<blank>
5783552,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,catalogs,def,<blank>,<blank>,<blank>,55674,<blank>,<blank>,103,vestilprod,<blank>,<blank>,<blank>
0,2024-04-10 14:04:34,<blank>,<blank>,2023-02-16 14:13:02,5063776,<blank>,<blank>,466944,<blank>,<blank>,<blank>,2024-06-13 14:34:07,281474976710655,<blank>,vestilprod,<blank>,<blank>,<blank>,certificates,16710,def,<blank>,303,<blank>
0,2024-04-10 14:04:34,<blank>,<blank>,2023-02-16 14:12:59,2107976,<blank>,<blank>,326656,<blank>,<blank>,<blank>,2024-06-17 14:28:29,281474976710655,<blank>,vestilprod,<blank>,<blank>,<blank>,drawings,8373,def,<blank>,251,<blank>
180224,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,industry,def,<blank>,<blank>,<blank>,512,<blank>,<blank>,352,vestilprod,<blank>,<blank>,<blank>
0,2021-12-22 10:00:30,<blank>,<blank>,2019-07-22 11:41:24,274628,<blank>,<blank>,10240,<blank>,<blank>,<blank>,2024-06-14 14:22:09,281474976710655,<blank>,vestilprod,<blank>,<blank>,<blank>,manuals,777,def,<blank>,353,<blank>
0,2021-12-22 10:00:31,<blank>,<blank>,2019-09-13 13:45:55,20628,<blank>,<blank>,2048,<blank>,<blank>,<blank>,2024-05-10 10:38:50,281474976710655,<blank>,vestilprod,<blank>,<blank>,<blank>,surveys,127,def,<blank>,162,<blank>
19480576,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,syndigo,def,<blank>,<blank>,<blank>,15919,<blank>,<blank>,1223,vestilprod,<blank>,<blank>,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,vback,def,<blank>,<blank>,<blank>,27,<blank>,<blank>,606,vestilprod,<blank>,<blank>,<blank>
1589248,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,2330,<blank>,682,<blank>,<blank>,2024-05-31 08:15:43,vestilprod,<blank>,vcasters,<blank>
65536,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,157,<blank>,416,<blank>,<blank>,2024-06-19 07:32:28,vestilprod,<blank>,vemployee,<blank>
163840,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,vestilian,def,<blank>,<blank>,<blank>,28,<blank>,<blank>,5851,vestilprod,<blank>,<blank>,<blank>
4734976,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,vleadtime,def,<blank>,<blank>,<blank>,30604,<blank>,<blank>,154,vestilprod,<blank>,<blank>,<blank>
4734976,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,159,<blank>,29650,<blank>,<blank>,2024-05-15 10:31:04,vestilprod,<blank>,vleadtime_test,<blank>
16384,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,vmatrix,def,<blank>,<blank>,<blank>,3,<blank>,<blank>,5461,vestilprod,<blank>,<blank>,<blank>
65536,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,132,<blank>,494,<blank>,<blank>,2024-06-18 15:37:40,vestilprod,<blank>,vnewprod,<blank>
540672,2024-01-21 12:51:38,<blank>,<blank>,0,327680,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,38,<blank>,14201,<blank>,<blank>,2024-06-21 12:48:22,vestilprod,<blank>,voption,<blank>
65536,2024-04-04 10:56:31,<blank>,<blank>,0,16384,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,336,<blank>,195,<blank>,<blank>,2024-05-01 10:43:16,vestilprod,<blank>,voverstock,<blank>
1589248,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,vquickship,def,<blank>,<blank>,<blank>,12420,<blank>,<blank>,127,vestilprod,<blank>,<blank>,<blank>
16384,2024-04-18 08:50:53,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,def,<blank>,315,<blank>,52,<blank>,<blank>,2024-04-29 12:28:27,vestilprod,<blank>,vspecials,<blank>
81920,2024-01-21 12:51:38,<blank>,<blank>,0,0,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,zks-proposal1,def,<blank>,<blank>,<blank>,769,<blank>,<blank>,106,vestilprod,<blank>,<blank>,<blank>

